what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300116250860
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300116317715
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300116319634
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300116321298
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300116322452
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300116324163
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300116338216
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.properties",1300116340223
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300116340262
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300116342259
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300116347209
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300116351097
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300116385033
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300116385097
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300116386658
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300116392375
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.generate.javadoc",1300116393718
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300116393761
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300116394686
opened,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1300116397233
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1300116397286
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300116397300
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300116398927
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300116407869
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300116412997
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300116416085
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300116419994
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300116422789
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300116423498
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1300116423531
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300116430371
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300116458318
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300116462592
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.generate.javadoc",1300116464009
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300116464066
opened,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1300116466800
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1300116466853
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300116469529
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1300116492478
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300116504638
closed,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1300116504639
closed,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1300116505856
closed,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1300116506987
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300116514695
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300116519710
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1300116520567
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300116522285
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1300116526616
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300116527660
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300116528360
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1300116540215
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.source.quickMenu",1300116546008
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment",1300116551164
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300116575098
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300116581824
