what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300195804288
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1300195805808
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300195818967
activated,editor,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui.manifestEditor",1300195830718
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300195830739
activated,editor,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui.manifestEditor",1300195835559
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300195844827
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300195913475
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300195914852
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300195916146
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300195916900
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300195929954
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1300195930114
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300195931237
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300195944700
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300195945264
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300195953420
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300195956804
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300195964368
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300195981657
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300195987425
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300195991018
activated,editor,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui.manifestEditor",1300196000385
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196050762
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196060668
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196074318
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196097195
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196098631
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196102383
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196120691
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196123626
activated,view,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui.DependenciesView",1300196126095
activated,editor,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui.manifestEditor",1300196132330
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196133578
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196142165
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196144703
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196167680
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300196255668
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1300196257131
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196262340
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1300196262983
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196263028
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196264340
error,log,,,"Unhandled event loop exception",1300196264574
error,log,,,"Unhandled event loop exception",1300196266503
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196267516
error,log,,,"Unhandled event loop exception",1300196268050
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300196271423
executed,command,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui.runtimeWorkbenchShortcut.run",1300196273621
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196273770
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196282563
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196282976
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196284088
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196284557
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196286593
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1300196294091
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196320669
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196411055
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196421216
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196496588
activated,editor,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui.manifestEditor",1300196497830
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300196510328
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196511848
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1300196552244
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196552284
activated,editor,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui.manifestEditor",1300196573979
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196632027
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196638772
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300196640836
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1300196644512
error,log,,,"Unhandled event loop exception",1300196645323
activated,editor,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui.manifestEditor",1300196646441
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196646623
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196651640
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196655444
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1300196655822
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196655852
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196657156
error,log,,,"Unhandled event loop exception",1300196657306
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196660277
error,log,,,"Unhandled event loop exception",1300196660300
error,log,,,"Unhandled event loop exception",1300196660722
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300196662396
executed,command,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui.runtimeWorkbenchShortcut.run",1300196664580
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196665104
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196674325
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196674727
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196675785
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196676237
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1300196680753
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1300196680847
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196680884
activated,editor,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui.manifestEditor",1300196730320
closed,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1300196730320
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1300196741623
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196744930
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1300196745358
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196745396
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196747456
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196747660
error,log,,,"Unhandled event loop exception",1300196747875
error,log,,,"Unhandled event loop exception",1300196749092
error,log,,,"Unhandled event loop exception",1300196751474
error,log,,,"Unhandled event loop exception",1300196752028
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300196762957
executed,command,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui.runtimeWorkbenchShortcut.run",1300196764764
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196765178
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196776738
activated,editor,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui.productEditor",1300196779574
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300196818213
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300196824628
executed,command,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui.runtimeWorkbenchShortcut.run",1300196826612
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196827034
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300196846700
activated,editor,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui.productEditor",1300196847641
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300196852903
