what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300137161550
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300137163467
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300137171341
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1300137198734
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300137198860
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1300137198883
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300137203058
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300137216548
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300137225428
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1300137225606
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300137247419
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300137248909
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300137250557
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300137298333
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300137310647
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300137332046
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300137335934
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1300137337949
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300137337970
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300137362863
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300137370843
activated,editor,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui.manifestEditor",1300137388140
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300137395013
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1300137400639
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300137406686
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300137409622
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300137430239
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300137432527
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300137773465
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300192325613
activated,editor,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui.manifestEditor",1300192325866
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300192363091
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300192367509
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300192382018
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300192387055
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1300192394533
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1300192438240
activated,editor,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui.manifestEditor",1300192440132
closed,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1300192440139
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1300192441221
activated,editor,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui.manifestEditor",1300192448286
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300192467948
executed,command,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui.runtimeWorkbenchShortcut.run",1300192471149
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300192471600
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300192511599
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300192527296
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300192538305
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300192538620
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300192541468
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300192562001
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300192562200
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1300192570683
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300192955423
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300192971172
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300193019878
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300193044886
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1300193045102
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1300193045195
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300193045233
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1300193051593
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300193054276
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300193060202
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300193062608
executed,command,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui.runtimeWorkbenchShortcut.run",1300193065172
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300193065664
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300193074226
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1300193075221
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300193078566
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300193089766
